KVM Usage Type,VM Count,Container Host Usage,Container Count,Free Guest Slots Count,Free Memory,Free Cores
SHARED_CPU_CORES,3,-,0,13,90,-
SHARED_CPU_CORES,3,-,0,11,78,-
SHARED_CPU_CORES,3,-,0,13,102,-
SHARED_CPU_CORES,7,-,0,8,54,-
SHARED_CPU_CORES,1,-,0,15,114,-
SHARED_CPU_CORES,2,-,0,10,82,-
SHARED_CPU_CORES,1,-,0,15,106,-
SHARED_CPU_CORES,2,-,0,14,110,-
SHARED_CPU_CORES,1,-,0,14,102,-
SHARED_CPU_CORES,3,-,0,12,90,-
SHARED_CPU_CORES,5,-,0,9,66,-
SHARED_CPU_CORES,3,-,0,14,66,-
SHARED_CPU_CORES,2,-,0,9,66,-
SHARED_CPU_CORES,4,-,0,11,68,-
REDIS_HOST,3,-,0,-,-,-
SHARED_CPU_CORES,2,-,0,-,-,-
SHARED_CPU_CORES,6,-,0,12,81,-
DEDICATED_CPU_CORES,2,-,0,-,58,16
SHARED_CPU_CORES,5,-,0,-,-,-
SHARED_CPU_CORES,3,-,0,-,-,-
SHARED_CPU_CORES,3,-,0,15,93,-
SHARED_CPU_CORES,4,-,0,10,81,-
SHARED_CPU_CORES,2,-,0,15,97,-
SHARED_CPU_CORES,4,-,0,13,77,-
SHARED_CPU_CORES,2,-,0,12,93,-
DEDICATED_CPU_CORES,2,-,0,2,84,24
SHARED_CPU_CORES,-,-,0,8,113,-
SHARED_CPU_CORES,4,-,0,10,50,-
SHARED_CPU_CORES,3,-,0,11,86,-
SHARED_CPU_CORES,6,-,0,10,46,-
SHARED_CPU_CORES,16,-,0,-,0,-
REDIS_HOST,-,-,0,-,-,-
SHARED_CPU_CORES,4,-,0,13,62,-
SHARED_CPU_CORES,2,-,0,-,70,-
SHARED_CPU_CORES,2,-,0,18,108,-
SHARED_CPU_CORES,2,-,0,13,78,-
SHARED_CPU_CORES,3,-,0,-,-,-
SHARED_CPU_CORES,4,-,0,16,72,-
SHARED_CPU_CORES,4,-,0,13,86,-
SHARED_CPU_CORES,2,-,0,13,102,-
SHARED_CPU_CORES,12,-,0,-,22,-
SHARED_PLUS_DEDICATED_CPU_CORES,2,-,0,2,88,4
SHARED_CPU_CORES,1,-,0,16,114,-
SHARED_CPU_CORES,36,SHARED_CPU_CORES,0,24,223,-
SHARED_CPU_CORES,60,-,0,1,163,-
SHARED_CPU_CORES,3,-,0,16,92,-
SHARED_CPU_CORES,1,-,0,-,106,-
DEDICATED_CPU_CORES,3,-,0,-,72,16
SHARED_CPU_CORES,5,-,0,13,73,-
SHARED_CPU_CORES,1,-,0,11,97,-
SHARED_CPU_CORES,4,-,0,18,73,-
SHARED_CPU_CORES,1,REDIS_HOST,0,6,116,36
SHARED_CPU_CORES,30,-,0,-,0,-
SHARED_CPU_CORES,1,-,0,14,104,-
SHARED_CPU_CORES,-,-,0,15,114,-
SHARED_CPU_CORES,1,-,0,12,81,-
SHARED_CPU_CORES,3,-,0,10,49,-
SHARED_CPU_CORES,3,-,0,12,89,-
SHARED_CPU_CORES,19,-,0,1,44,-
SHARED_CPU_CORES,3,-,0,12,92,-
-,-,-,0,-,-,-
-,-,-,0,0,121,-
SHARED_CPU_CORES,-,-,0,1,66,-
TWO_SHARED_AND_DEDICATED,40,-,0,4,82,64
TWO_SHARED_AND_DEDICATED,41,-,0,1,121,32
TWO_SHARED_AND_DEDICATED,44,-,0,1,57,16
TWO_SHARED_AND_DEDICATED,10,-,0,35,545,64
TWO_SHARED_AND_DEDICATED,41,-,0,3,121,16
TWO_SET_OF_SHARED_CPU_CORES,45,-,0,1,40,-
TWO_SET_OF_SHARED_CPU_CORES,46,-,0,5,32,-
TWO_SET_OF_SHARED_CPU_CORES,45,-,0,6,40,-
TWO_SET_OF_SHARED_CPU_CORES,40,-,0,2,40,-
-,-,-,0,37,480,-
TWO_SET_OF_SHARED_CPU_CORES,24,-,0,4,288,-
-,-,-,0,37,480,-
SHARED_PLUS_DEDICATED_CPU_CORES,9,-,0,6,408,64
TWO_SHARED_AND_DEDICATED,43,-,0,1,153,0
TWO_SHARED_AND_DEDICATED,45,-,0,-,17,0
DEDICATED_CPU_CORES,2,-,0,2,464,112
TWO_SHARED_AND_DEDICATED,45,-,0,-,33,16
TWO_SHARED_AND_DEDICATED,49,-,0,2,75,24
TWO_SHARED_AND_DEDICATED,40,-,0,4,65,16
TWO_SHARED_AND_DEDICATED,44,-,0,1,45,16
TWO_SET_OF_SHARED_CPU_CORES,53,-,0,1,4,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,20,-
TWO_SET_OF_SHARED_CPU_CORES,53,-,0,-,8,-
TWO_SET_OF_SHARED_CPU_CORES,54,-,0,-,4,-
TWO_SET_OF_SHARED_CPU_CORES,53,-,0,0,4,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,-,2,-
TWO_SET_OF_SHARED_CPU_CORES,37,-,0,6,136,-
TWO_SET_OF_SHARED_CPU_CORES,38,-,0,7,56,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,1,0,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,0,212,-
TWO_SET_OF_SHARED_CPU_CORES,50,-,0,0,0,-
TWO_SHARED_AND_DEDICATED,46,-,0,3,135,0
TWO_SHARED_AND_DEDICATED,42,-,0,-,113,0
TWO_SHARED_AND_DEDICATED,43,-,0,1,81,0
TWO_SHARED_AND_DEDICATED,45,-,0,4,17,0
TWO_SHARED_AND_DEDICATED,44,-,0,2,33,0
TWO_SHARED_AND_DEDICATED,46,-,0,4,53,0
TWO_SHARED_AND_DEDICATED,45,-,0,-,17,16
TWO_SHARED_AND_DEDICATED,44,-,0,1,169,0
SHARED_CPU_CORES,-,-,0,0,39,64
SHARED_CPU_CORES,2,SHARED_CPU_CORES,0,2,41,-
TWO_SET_OF_SHARED_CPU_CORES,45,-,0,1,0,-
TWO_SET_OF_SHARED_CPU_CORES,44,-,0,3,16,-
TWO_SET_OF_SHARED_CPU_CORES,41,-,0,5,8,-
TWO_SET_OF_SHARED_CPU_CORES,38,-,0,6,26,-
TWO_SHARED_AND_DEDICATED,43,-,0,2,21,32
TWO_SHARED_AND_DEDICATED,44,-,0,2,33,8
-,-,-,0,4,661,-
TWO_SHARED_AND_DEDICATED,42,-,0,3,11,0
TWO_SHARED_AND_DEDICATED,42,-,0,6,81,16
TWO_SHARED_AND_DEDICATED,42,-,0,5,89,0
TWO_SHARED_AND_DEDICATED,42,-,0,5,49,32
TWO_SHARED_AND_DEDICATED,42,-,0,3,73,32
FOUR_SET_OF_SHARED_CPU_CORES,1,-,0,3,24,-
TWO_SET_OF_SHARED_CPU_CORES,33,-,0,-,204,-
TWO_SET_OF_SHARED_CPU_CORES,29,-,0,5,240,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,2,192,-
TWO_SET_OF_SHARED_CPU_CORES,33,-,0,-,144,-
TWO_SET_OF_SHARED_CPU_CORES,22,-,0,11,248,-
-,-,-,0,-,120,-
TWO_SET_OF_SHARED_CPU_CORES,27,-,0,6,264,-
TWO_SET_OF_SHARED_CPU_CORES,30,-,0,0,240,-
TWO_SET_OF_SHARED_CPU_CORES,22,-,0,16,304,-
TWO_SET_OF_SHARED_CPU_CORES,32,-,0,1,192,-
TWO_SET_OF_SHARED_CPU_CORES,33,-,0,-,216,-
TWO_SET_OF_SHARED_CPU_CORES,33,-,0,-,188,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,2,244,-
TWO_SET_OF_SHARED_CPU_CORES,32,-,0,1,196,-
TWO_SET_OF_SHARED_CPU_CORES,31,-,0,2,196,-
TWO_SET_OF_SHARED_CPU_CORES,33,-,0,-,144,-
SHARED_CPU_CORES,24,-,0,6,24,-
